temperature,pressure,humidity,timestamp,avg_temp,avg_pressure,avg_humidity
33.72,951.07,37.59,2023-11-18 14:48:35.855219,33.712,951.0780000000001,37.183
33.72,951.08,37.9,2023-11-18 14:48:37.855339,33.714,951.0780000000001,37.25
33.73,951.08,37.84,2023-11-18 14:48:39.867898,33.717,951.0790000000001,37.318
33.73,951.08,37.76,2023-11-18 14:48:41.860192,33.72,951.0790000000001,37.379000000000005
33.68,951.01,37.61,2023-11-18 14:48:43.073945,33.717,951.0710000000001,37.436
33.73,951.09,37.41,2023-11-18 14:48:44.856501,33.719,951.0720000000001,37.468
33.74,951.08,37.21,2023-11-18 14:48:46.856341,33.721000000000004,951.0720000000001,37.480000000000004
33.73,951.07,37.11,2023-11-18 14:48:48.856295,33.721999999999994,951.0719999999999,37.488
33.71,951.03,37.05,2023-11-18 14:48:50.858713,33.721000000000004,951.067,37.479
33.72,951.06,36.93,2023-11-18 14:48:52.851381,33.721,951.0649999999999,37.441
33.72,951.06,36.84,2023-11-18 14:48:53.855838,33.721000000000004,951.064,37.366
33.71,951.08,36.88,2023-11-18 14:48:55.852055,33.72,951.064,37.264
33.71,951.08,36.92,2023-11-18 14:48:57.854688,33.717999999999996,951.064,37.172
33.7,951.07,36.84,2023-11-18 14:48:59.857667,33.715,951.0630000000001,37.08
33.7,951.07,36.81,2023-11-18 14:49:01.856723,33.717,951.0690000000001,37.0
33.7,951.08,36.65,2023-11-18 14:49:03.064018,33.714,951.068,36.924
33.7,951.08,36.83,2023-11-18 14:49:04.865822,33.709999999999994,951.068,36.886
33.7,951.07,36.69,2023-11-18 14:49:06.856571,33.70700000000001,951.068,36.84400000000001
33.71,951.08,36.8,2023-11-18 14:49:08.854060,33.707,951.073,36.819
33.71,951.07,36.8,2023-11-18 14:49:10.854050,33.706,951.074,36.806
33.71,951.06,36.82,2023-11-18 14:49:12.846101,33.705,951.0740000000002,36.804
33.69,951.04,36.92,2023-11-18 14:49:13.855625,33.703,951.07,36.808
33.7,951.05,36.82,2023-11-18 14:49:15.855229,33.702000000000005,951.0670000000002,36.798
33.71,951.07,36.9,2023-11-18 14:49:17.855300,33.702999999999996,951.067,36.803999999999995
33.72,951.06,36.74,2023-11-18 14:49:19.855873,33.705,951.066,36.797
33.72,951.06,36.71,2023-11-18 14:49:21.858041,33.707,951.064,36.803000000000004
33.73,951.07,36.78,2023-11-18 14:49:23.043044,33.71,951.0629999999999,36.798
33.73,951.05,36.85,2023-11-18 14:49:24.860579,33.713,951.061,36.814
33.74,951.06,36.85,2023-11-18 14:49:26.864771,33.715999999999994,951.059,36.819
33.74,951.06,36.86,2023-11-18 14:49:28.854608,33.719,951.058,36.825
33.75,951.06,36.92,2023-11-18 14:49:30.852491,33.723,951.0579999999998,36.835
33.75,951.04,36.96,2023-11-18 14:49:32.846446,33.729,951.058,36.839
33.75,951.04,37.82,2023-11-18 14:49:33.854528,33.733999999999995,951.057,36.939
33.77,951.05,38.02,2023-11-18 14:49:35.856616,33.74,951.055,37.051
33.78,951.06,38.1,2023-11-18 14:49:37.855334,33.745999999999995,951.055,37.187
33.79,951.06,37.91,2023-11-18 14:49:39.854213,33.753,951.055,37.307
33.8,951.07,38.08,2023-11-18 14:49:41.853104,33.760000000000005,951.0550000000001,37.437
33.8,951.07,37.63,2023-11-18 14:49:43.080236,33.766999999999996,951.057,37.515
33.8,951.07,37.45,2023-11-18 14:49:44.855073,33.772999999999996,951.058,37.575
33.81,951.06,37.24,2023-11-18 14:49:46.855027,33.78,951.058,37.613
33.81,951.04,37.21,2023-11-18 14:49:48.855040,33.786,951.0560000000002,37.642
33.83,951.07,37.24,2023-11-18 14:49:50.863215,33.794,951.059,37.67
33.84,951.08,37.37,2023-11-18 14:49:52.844220,33.803000000000004,951.0629999999999,37.625
33.84,951.08,37.23,2023-11-18 14:49:53.851737,33.809999999999995,951.066,37.546
33.85,951.08,37.09,2023-11-18 14:49:55.855004,33.817,951.068,37.44500000000001
33.86,951.08,37.54,2023-11-18 14:49:57.854249,33.824,951.07,37.408
33.87,951.09,37.65,2023-11-18 14:49:59.859625,33.831,951.0719999999999,37.365
33.87,951.1,37.21,2023-11-18 14:50:01.853875,33.838,951.075,37.323
33.88,951.11,37.2,2023-11-18 14:50:03.063171,33.846000000000004,951.0790000000001,37.297999999999995
33.88,951.09,37.3,2023-11-18 14:50:04.855192,33.853,951.082,37.304
33.87,951.05,37.02,2023-11-18 14:50:06.855494,33.859,951.083,37.285
33.87,951.04,36.72,2023-11-18 14:50:08.858425,33.863,951.0799999999999,37.233
33.9,951.08,36.96,2023-11-18 14:50:10.852138,33.869,951.0799999999999,37.192
33.9,951.08,36.9,2023-11-18 14:50:12.851642,33.875,951.0799999999999,37.159000000000006
33.91,951.06,36.98,2023-11-18 14:50:13.861985,33.881,951.0780000000001,37.147999999999996
33.91,951.06,36.65,2023-11-18 14:50:15.861675,33.885999999999996,951.076,37.059000000000005
33.91,951.09,36.69,2023-11-18 14:50:17.860011,33.89,951.076,36.963
33.91,951.1,36.73,2023-11-18 14:50:19.866926,33.89399999999999,951.076,36.915
33.88,951.1,36.56,2023-11-18 14:50:21.853827,33.89399999999999,951.075,36.851
33.87,951.09,36.61,2023-11-18 14:50:23.045196,33.892999999999994,951.075,36.782
33.87,951.11,36.75,2023-11-18 14:50:24.852762,33.892999999999994,951.0809999999999,36.755
33.86,951.09,36.73,2023-11-18 14:50:26.851657,33.891999999999996,951.086,36.756
33.86,951.11,36.77,2023-11-18 14:50:28.860519,33.888,951.0890000000002,36.737
33.86,951.09,36.94,2023-11-18 14:50:30.851097,33.884,951.0900000000001,36.741
33.86,951.08,36.96,2023-11-18 14:50:32.841148,33.879,951.092,36.739
33.86,951.09,36.82,2023-11-18 14:50:33.851554,33.874,951.095,36.75599999999999
33.87,951.07,36.85,2023-11-18 14:50:35.865410,33.87,951.0930000000001,36.772
33.87,951.07,36.87,2023-11-18 14:50:37.861205,33.866,951.0899999999999,36.786
33.88,951.08,36.83,2023-11-18 14:50:39.875649,33.866,951.088,36.813
33.89,951.1,36.77,2023-11-18 14:50:41.851228,33.868,951.0890000000002,36.829
33.89,951.09,36.74,2023-11-18 14:50:43.084693,33.87,951.0870000000001,36.827999999999996
33.9,951.1,36.83,2023-11-18 14:50:44.852672,33.874,951.0880000000001,36.838
33.9,951.09,36.91,2023-11-18 14:50:46.858431,33.878,951.086,36.852
33.89,951.1,36.47,2023-11-18 14:50:48.851995,33.881,951.0869999999999,36.805
33.9,951.09,36.42,2023-11-18 14:50:50.851157,33.885000000000005,951.088,36.751
33.9,951.09,36.44,2023-11-18 14:50:52.845226,33.888999999999996,951.088,36.713
33.9,951.09,36.58,2023-11-18 14:50:53.850704,33.891999999999996,951.0899999999999,36.686
33.9,951.08,36.83,2023-11-18 14:50:55.852924,33.894999999999996,951.091,36.682
33.91,951.08,36.69,2023-11-18 14:50:57.850387,33.897999999999996,951.091,36.668
33.92,951.1,36.55,2023-11-18 14:50:59.853903,33.900999999999996,951.091,36.646
33.9,951.08,36.52,2023-11-18 14:51:01.851388,33.902,951.0899999999999,36.624
33.89,951.07,36.53,2023-11-18 14:51:03.052800,33.900999999999996,951.0869999999999,36.594
33.92,951.1,36.54,2023-11-18 14:51:04.851734,33.903,951.088,36.557
33.92,951.11,37.01,2023-11-18 14:51:06.851116,33.906,951.0889999999999,36.611
33.93,951.11,37.17,2023-11-18 14:51:08.851395,33.909,951.0910000000001,36.68599999999999
33.92,951.1,36.75,2023-11-18 14:51:10.852049,33.911,951.0920000000002,36.717
33.91,951.1,36.77,2023-11-18 14:51:12.839164,33.912,951.0930000000001,36.736000000000004
33.9,951.1,36.75,2023-11-18 14:51:13.850735,33.912,951.095,36.727999999999994
33.9,951.1,36.81,2023-11-18 14:51:15.849973,33.911,951.0970000000001,36.739999999999995
33.9,951.09,36.94,2023-11-18 14:51:17.852099,33.909,951.0960000000001,36.778999999999996
33.91,951.1,37.01,2023-11-18 14:51:19.850585,33.910000000000004,951.0980000000002,36.828
33.88,951.06,36.98,2023-11-18 14:51:21.850313,33.909,951.097,36.873
33.9,951.08,36.97,2023-11-18 14:51:23.038331,33.907,951.095,36.916000000000004
33.91,951.07,37.76,2023-11-18 14:51:24.861544,33.906,951.091,36.991
33.92,951.08,37.26,2023-11-18 14:51:26.853828,33.905,951.088,37.0
33.92,951.09,37.02,2023-11-18 14:51:28.850606,33.904999999999994,951.0869999999999,37.027
33.92,951.07,36.99,2023-11-18 14:51:30.847893,33.906,951.0840000000001,37.049
33.92,951.05,36.97,2023-11-18 14:51:32.839096,33.908,951.0790000000001,37.071000000000005
33.92,951.03,36.85,2023-11-18 14:51:33.848232,33.910000000000004,951.0719999999999,37.074999999999996
33.91,951.07,37.15,2023-11-18 14:51:43.406207,33.911,951.07,37.096
33.91,951.08,37.21,2023-11-18 14:51:44.846310,33.911,951.068,37.116
33.88,951.03,37.02,2023-11-18 14:51:47.211689,33.911,951.0649999999999,37.120000000000005
33.9,951.06,36.89,2023-11-18 14:51:48.849785,33.911,951.0630000000001,37.112
33.91,951.06,36.83,2023-11-18 14:51:50.850255,33.911,951.0620000000001,37.019
33.91,951.08,36.94,2023-11-18 14:51:52.839775,33.91,951.0620000000001,36.987
33.9,951.1,36.74,2023-11-18 14:51:53.848084,33.908,951.0630000000001,36.959
33.9,951.12,36.67,2023-11-18 14:51:55.850606,33.906,951.068,36.92700000000001
33.89,951.12,36.6,2023-11-18 14:51:57.847990,33.903,951.075,36.89
33.88,951.13,36.66,2023-11-18 14:51:59.848842,33.898999999999994,951.085,36.871
33.86,951.09,36.54,2023-11-18 14:52:01.849719,33.894,951.0869999999999,36.809999999999995
33.86,951.09,36.49,2023-11-18 14:52:03.054697,33.888999999999996,951.088,36.738
33.87,951.11,36.61,2023-11-18 14:52:04.847845,33.888,951.0960000000001,36.697
33.87,951.13,36.57,2023-11-18 14:52:06.847202,33.885000000000005,951.1030000000001,36.665
33.87,951.09,36.56,2023-11-18 14:52:08.848639,33.88099999999999,951.106,36.638
33.87,951.07,36.57,2023-11-18 14:52:10.861350,33.876999999999995,951.1049999999999,36.601
33.87,951.08,36.59,2023-11-18 14:52:12.841330,33.874,951.1029999999998,36.586
33.85,951.08,36.63,2023-11-18 14:52:13.849168,33.869,951.0989999999999,36.582
33.86,951.11,36.61,2023-11-18 14:52:15.847600,33.866,951.098,36.583000000000006
33.86,951.1,36.59,2023-11-18 14:52:17.848199,33.864,951.095,36.576
33.87,951.1,36.51,2023-11-18 14:52:19.845444,33.864999999999995,951.0960000000001,36.573
33.86,951.12,36.53,2023-11-18 14:52:21.848938,33.864999999999995,951.0989999999999,36.577000000000005
33.85,951.13,36.51,2023-11-18 14:52:23.035454,33.863,951.101,36.567
33.84,951.11,36.37,2023-11-18 14:52:24.847633,33.86,951.0989999999999,36.547000000000004
33.81,951.11,36.45,2023-11-18 14:52:26.865339,33.854,951.101,36.536
33.79,951.1,36.55,2023-11-18 14:52:28.849854,33.846000000000004,951.104,36.534000000000006
33.79,951.11,36.6,2023-11-18 14:52:30.863319,33.838,951.1070000000002,36.535
33.79,951.12,36.51,2023-11-18 14:52:32.836732,33.832,951.1110000000001,36.523
33.77,951.1,36.49,2023-11-18 14:52:33.848947,33.823,951.11,36.510999999999996
33.76,951.11,36.44,2023-11-18 14:52:35.846735,33.813,951.1110000000001,36.495999999999995
33.75,951.1,36.48,2023-11-18 14:52:37.844817,33.801,951.1110000000001,36.493
33.73,951.09,36.47,2023-11-18 14:52:39.849369,33.788,951.108,36.487
33.71,951.13,36.49,2023-11-18 14:52:41.849808,33.773999999999994,951.108,36.485
33.7,951.15,36.5,2023-11-18 14:52:43.035127,33.760000000000005,951.1120000000001,36.498
33.69,951.13,36.55,2023-11-18 14:52:44.845462,33.748000000000005,951.1139999999999,36.507999999999996
33.67,951.12,36.7,2023-11-18 14:52:46.846482,33.736,951.116,36.522999999999996
33.67,951.13,36.82,2023-11-18 14:52:48.847121,33.724000000000004,951.118,36.545
33.67,951.13,36.87,2023-11-18 14:52:50.847726,33.712,951.119,36.581
33.66,951.1,36.88,2023-11-18 14:52:52.834957,33.701,951.119,36.620000000000005
33.67,951.12,36.87,2023-11-18 14:52:53.852053,33.692,951.1199999999999,36.663
33.67,951.11,37.06,2023-11-18 14:52:55.846504,33.684000000000005,951.1209999999999,36.721
33.67,951.13,36.68,2023-11-18 14:52:57.846564,33.678000000000004,951.125,36.742000000000004
33.66,951.13,36.6,2023-11-18 14:52:59.847035,33.673,951.125,36.753
33.65,951.12,36.67,2023-11-18 14:53:01.845894,33.66799999999999,951.122,36.77
33.65,951.11,36.69,2023-11-18 14:53:03.060463,33.664,951.1200000000001,36.784000000000006
33.66,951.12,36.8,2023-11-18 14:53:04.846393,33.663,951.1200000000001,36.794
33.66,951.12,36.8,2023-11-18 14:53:06.849023,33.662,951.1189999999999,36.792
33.66,951.11,36.82,2023-11-18 14:53:08.846622,33.660999999999994,951.117,36.787
33.67,951.1,36.89,2023-11-18 14:53:10.848743,33.662,951.117,36.788
33.67,951.09,36.91,2023-11-18 14:53:12.834744,33.662,951.1140000000001,36.792
33.67,951.1,36.89,2023-11-18 14:53:13.846795,33.662,951.113,36.775
33.68,951.09,36.89,2023-11-18 14:53:15.846603,33.663,951.109,36.79600000000001
33.68,951.09,36.92,2023-11-18 14:53:17.844424,33.665,951.1049999999999,36.827999999999996
33.68,951.08,36.93,2023-11-18 14:53:19.849530,33.668,951.101,36.854
33.69,951.09,36.86,2023-11-18 14:53:21.846680,33.672,951.0989999999999,36.870999999999995
33.69,951.09,36.8,2023-11-18 14:53:23.032668,33.675,951.0959999999999,36.871
33.69,951.09,37.0,2023-11-18 14:53:24.846742,33.678,951.0930000000001,36.891000000000005
33.69,951.09,37.08,2023-11-18 14:53:26.846666,33.681,951.091,36.917
33.7,951.11,37.05,2023-11-18 14:53:28.854760,33.684000000000005,951.092,36.933
33.71,951.1,37.0,2023-11-18 14:53:30.844764,33.688,951.0930000000001,36.942
33.72,951.1,37.05,2023-11-18 14:53:32.835624,33.693,951.0930000000001,36.958
33.7,951.09,36.95,2023-11-18 14:53:33.843305,33.69500000000001,951.0930000000001,36.964
33.72,951.11,36.98,2023-11-18 14:53:35.845762,33.699,951.095,36.97
33.72,951.12,37.14,2023-11-18 14:53:37.845520,33.703,951.0990000000002,36.991
33.73,951.12,37.01,2023-11-18 14:53:39.846434,33.707,951.1020000000001,37.006
33.73,951.12,37.04,2023-11-18 14:53:41.848544,33.711,951.1050000000001,37.029999999999994
33.73,951.11,37.03,2023-11-18 14:53:43.034610,33.714999999999996,951.107,37.033
33.74,951.12,36.92,2023-11-18 14:53:44.843692,33.72,951.11,37.016999999999996
33.73,951.11,36.88,2023-11-18 14:53:46.845312,33.723,951.11,37.0
33.74,951.11,36.88,2023-11-18 14:53:48.847079,33.726,951.1109999999999,36.988
33.73,951.09,36.82,2023-11-18 14:53:50.846116,33.727,951.1099999999999,36.965
33.73,951.09,36.8,2023-11-18 14:53:52.834710,33.73,951.11,36.95
33.74,951.12,36.83,2023-11-18 14:53:53.845624,33.732,951.1110000000001,36.935
33.74,951.11,36.89,2023-11-18 14:53:55.844238,33.733999999999995,951.11,36.910000000000004
33.74,951.1,36.97,2023-11-18 14:53:57.846506,33.735,951.108,36.906
33.75,951.11,36.97,2023-11-18 14:53:59.843936,33.737,951.107,36.899
33.75,951.12,37.01,2023-11-18 14:54:01.844900,33.739,951.108,36.897
33.74,951.1,36.99,2023-11-18 14:54:03.065734,33.739000000000004,951.106,36.903999999999996
33.74,951.09,36.69,2023-11-18 14:54:04.849764,33.739999999999995,951.1039999999999,36.885
33.75,951.14,36.64,2023-11-18 14:54:06.855021,33.741,951.1070000000002,36.861
33.75,951.13,36.8,2023-11-18 14:54:08.844280,33.742999999999995,951.1110000000001,36.858999999999995
33.75,951.13,36.69,2023-11-18 14:54:10.844070,33.745000000000005,951.1150000000001,36.848
33.74,951.11,36.73,2023-11-18 14:54:12.834090,33.745,951.1139999999999,36.838
33.75,951.11,36.58,2023-11-18 14:54:13.844326,33.745999999999995,951.1139999999999,36.807
33.75,951.12,36.62,2023-11-18 14:54:15.843775,33.747,951.116,36.772
33.75,951.11,36.56,2023-11-18 14:54:17.840787,33.747,951.116,36.731
33.74,951.11,36.52,2023-11-18 14:54:19.842930,33.745999999999995,951.115,36.682
33.75,951.12,36.64,2023-11-18 14:54:21.844618,33.747,951.117,36.647000000000006
33.74,951.1,36.6,2023-11-18 14:54:23.034510,33.747,951.118,36.638
33.75,951.11,36.84,2023-11-18 14:54:24.843478,33.747,951.115,36.658
33.76,951.12,36.89,2023-11-18 14:54:26.843856,33.748000000000005,951.1139999999999,36.667
33.62,950.91,36.87,2023-11-18 14:54:28.869640,33.735,951.092,36.685
33.76,951.12,36.92,2023-11-18 14:54:30.852072,33.737,951.0930000000001,36.70399999999999
33.77,951.14,36.86,2023-11-18 14:54:32.836215,33.739000000000004,951.0959999999999,36.732
33.75,951.1,36.68,2023-11-18 14:54:33.842370,33.739000000000004,951.094,36.738
33.75,951.12,36.77,2023-11-18 14:54:35.840684,33.739000000000004,951.095,36.759
33.77,951.16,36.69,2023-11-18 14:54:37.844057,33.742000000000004,951.1,36.775999999999996
33.76,951.16,36.66,2023-11-18 14:54:39.842119,33.743,951.104,36.778000000000006
33.74,951.17,36.65,2023-11-18 14:54:41.844307,33.743,951.1110000000001,36.783
33.73,951.16,36.64,2023-11-18 14:54:43.029825,33.741,951.116,36.763
33.72,951.16,36.65,2023-11-18 14:54:44.843781,33.737,951.1200000000001,36.739
33.69,951.13,36.64,2023-11-18 14:54:46.844475,33.744,951.1419999999998,36.715999999999994
33.71,951.13,36.69,2023-11-18 14:54:48.843781,33.739,951.143,36.693
33.71,951.13,36.64,2023-11-18 14:54:50.843795,33.733,951.142,36.67100000000001
33.69,951.1,36.65,2023-11-18 14:54:52.837271,33.727,951.142,36.668
33.71,951.14,36.52,2023-11-18 14:54:53.843471,33.723,951.1439999999999,36.642999999999994
33.69,951.14,36.53,2023-11-18 14:54:55.842878,33.714999999999996,951.142,36.627
33.7,951.15,36.53,2023-11-18 14:54:57.844913,33.709,951.141,36.614
33.69,951.16,36.62,2023-11-18 14:54:59.851260,33.70399999999999,951.14,36.611000000000004
33.67,951.13,36.53,2023-11-18 14:55:01.841755,33.69799999999999,951.137,36.6
33.66,951.12,36.56,2023-11-18 14:55:03.071210,33.692,951.133,36.591
33.66,951.13,36.58,2023-11-18 14:55:04.842739,33.689,951.133,36.585
33.66,951.15,36.57,2023-11-18 14:55:06.841180,33.684,951.135,36.573
33.66,951.14,36.56,2023-11-18 14:55:08.843520,33.678999999999995,951.1360000000001,36.565000000000005
33.67,951.15,36.75,2023-11-18 14:55:10.849610,33.677,951.141,36.575
33.67,951.14,36.81,2023-11-18 14:55:12.832388,33.673,951.141,36.604
33.67,951.15,36.81,2023-11-18 14:55:13.840552,33.67100000000001,951.142,36.632
33.67,951.17,36.82,2023-11-18 14:55:15.862655,33.66799999999999,951.144,36.661
33.67,951.15,36.84,2023-11-18 14:55:17.841824,33.666000000000004,951.143,36.68300000000001
33.67,951.12,36.93,2023-11-18 14:55:19.840787,33.666000000000004,951.142,36.723
33.67,951.13,37.04,2023-11-18 14:55:21.842757,33.666999999999994,951.143,36.771
33.67,951.13,36.99,2023-11-18 14:55:23.038487,33.668,951.143,36.812
33.67,951.13,36.94,2023-11-18 14:55:24.843073,33.669,951.141,36.849000000000004
33.67,951.14,36.73,2023-11-18 14:55:26.841071,33.67,951.141,36.866
33.67,951.14,36.69,2023-11-18 14:55:28.842081,33.67,951.14,36.86
33.66,951.13,36.7,2023-11-18 14:55:30.844914,33.669,951.1390000000001,36.849000000000004
33.65,951.13,36.75,2023-11-18 14:55:32.828762,33.666999999999994,951.137,36.843
33.63,951.1,36.77,2023-11-18 14:55:33.842524,33.663,951.1299999999999,36.838
33.64,951.13,36.81,2023-11-18 14:55:35.846244,33.660000000000004,951.1279999999999,36.834999999999994
33.65,951.14,36.89,2023-11-18 14:55:37.837953,33.658,951.1300000000001,36.830999999999996
33.65,951.15,36.93,2023-11-18 14:55:39.841218,33.65599999999999,951.132,36.82
33.66,951.15,36.89,2023-11-18 14:55:41.842618,33.655,951.134,36.81
33.67,951.14,36.84,2023-11-18 14:55:43.029819,33.655,951.1349999999999,36.8
33.66,951.14,37.13,2023-11-18 14:55:44.842752,33.653999999999996,951.135,36.839999999999996
33.65,951.14,36.82,2023-11-18 14:55:46.839447,33.652,951.135,36.852999999999994
33.65,951.14,37.1,2023-11-18 14:55:48.840623,33.650999999999996,951.1359999999999,36.893
33.65,951.14,37.52,2023-11-18 14:55:50.841214,33.650999999999996,951.1370000000001,36.97
33.65,951.15,38.05,2023-11-18 14:55:52.833113,33.653000000000006,951.142,37.098
33.65,951.12,38.23,2023-11-18 14:55:53.841395,33.653999999999996,951.141,37.24
33.67,951.14,37.3,2023-11-18 14:55:55.840428,33.656,951.141,37.28099999999999
33.67,951.14,37.49,2023-11-18 14:55:57.840705,33.658,951.14,37.337
33.66,951.12,37.35,2023-11-18 14:55:59.842319,33.658,951.1370000000001,37.382999999999996
33.68,951.12,37.21,2023-11-18 14:56:01.843448,33.659,951.135,37.42
33.68,951.12,37.14,2023-11-18 14:56:03.077816,33.661,951.133,37.42100000000001
33.68,951.12,37.24,2023-11-18 14:56:04.844286,33.664,951.131,37.463
33.69,951.13,37.28,2023-11-18 14:56:06.842792,33.668,951.1300000000001,37.481
33.68,951.1,37.31,2023-11-18 14:56:08.839926,33.67100000000001,951.1259999999999,37.46
33.7,951.1,37.29,2023-11-18 14:56:10.857719,33.676,951.1209999999999,37.384
33.61,950.97,37.31,2023-11-18 14:56:12.829921,33.672000000000004,951.1060000000001,37.292
33.69,951.08,37.32,2023-11-18 14:56:13.839071,33.674,951.1,37.294
33.72,951.1,37.19,2023-11-18 14:56:15.838910,33.678999999999995,951.0960000000001,37.264
33.72,951.11,36.89,2023-11-18 14:56:17.838953,33.685,951.0949999999999,37.218
33.73,951.1,36.98,2023-11-18 14:56:19.842031,33.69,951.0930000000001,37.19500000000001
33.74,951.1,37.12,2023-11-18 14:56:21.858539,33.696,951.091,37.193
33.73,951.1,37.09,2023-11-18 14:56:23.043578,33.701,951.0890000000002,37.178
33.73,951.09,37.05,2023-11-18 14:56:24.840225,33.705,951.085,37.155
33.73,951.1,37.07,2023-11-18 14:56:26.840557,33.709999999999994,951.0849999999998,37.131
33.72,951.07,37.13,2023-11-18 14:56:28.840361,33.712,951.0820000000001,37.114999999999995
33.75,951.12,37.27,2023-11-18 14:56:30.838578,33.726,951.097,37.111
33.74,951.11,37.18,2023-11-18 14:56:32.835324,33.730999999999995,951.1,37.096999999999994
33.75,951.12,37.35,2023-11-18 14:56:33.850324,33.733999999999995,951.1019999999999,37.113
33.76,951.14,37.09,2023-11-18 14:56:35.853184,33.738,951.1050000000001,37.132999999999996
33.76,951.13,36.89,2023-11-18 14:56:37.836796,33.741,951.108,37.124
33.77,951.15,37.17,2023-11-18 14:56:39.836307,33.744,951.1129999999999,37.129
33.77,951.17,37.2,2023-11-18 14:56:41.840299,33.748,951.1199999999999,37.14
